Tag,Text
invoice,"anycompany dealers date may 11, 2019 76506 hickle hill invoice #571397536 tisaburgh ms 883678366 customer id 7747 phone (858) 5550101 due date may 26, 2019 bill to kwesi manu 247 marlon circle, north tom oklahoma 15489 kwesi.manuexample.com description amount tmars remote adjustable dropper seatpost $108 disney/pixar toy story 20th anniversary $55.25 total $163.25 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"jp morgan chase bank, n.a., toronto branch standard business account service charges / statement of disclosure effective january 1, 2013 charge charge service canadian usd unit measure accounts accounts business account services account maintenance cad 25.00 usd 25.00 monthly fee daily single branch zba sweep cad 55.00 usd 55.00 monthly fee interim bank statement cad 5.00 usd 5.00 per additional statement account statement paper daily cad 25.00 usd 25.00 per account account statement paper weekly cad 25.00 usd 25.00 per account account statement paper monthly cad 25.00 usd 25.00 per account paper check return cad 0.04 usd 0.04 per check item paper check return maintenance cad 30.00 usd 30.00 monthly maintenance fee incoming electronic funds transfer (eft) credit cad 0.80 usd 0.80 per transaction incoming electronic funds transfer (eft) debit cad 0.80 usd 0.80 per transaction check certification cad 10.00 usd 10.00 per check bank confirmation cad 20.00 usd 20.00 per confirmation bank credit check cad 25.00 usd 25.00 per credit check cash coin supply n/a n/a not standard offering business account closing no charge no charge per account account opened . inactive 12 consecutive months inactivity . noti inactive account no charge no charge; sii lvity . notice years inactivity . after years inactivity, account closed lnc tuts eieiteees une (neel mo kwl mee balance transferred bank canada . cash deposit services cash deposits cad 2.50 usd 2.50 per $1000 deposited (minimun charge $25.00) check deposit services check deposit credit entry cad 0.80 usd 0.80 per transaction (one day float applied usd items) deposited item cad 0.15 usd 0.15 per item mail deposit cad 5.00 usd 5.00 per deposit postdated check held for deposit cad 2.00 usd 2.00 per check (maximum ten days future dated) returned check reason including nsf cad 5.00 usd 5.00 per item over the counter (otc) deposit cad 1.85 usd 1.85 per deposit over the counter (otc) deposit service item cad 0.10 usd 0.10 per item collection item cad 25.00 usd 25.00 per check check disbursements services check paid cad 0.90 usd 0.90 per item (usd items eligible canadian clearing) electronic image capture storage cad 0.10 usd 0.10 per check imaged (7 year archive) cd image capture storage cad 40.00 usd 30.00 per cd cd check imaging service cad 0.04 usd 0.03 per check imaged stop payment cad 9.00 usd 9.00 per item nsf charge cad 20.00 usd 20.00 per item check overdraft fee cad 5.00 usd 5.00 check causing/increasing overdraft bank draft issuance cad 10.00 usd 10.00 per draft j.p morgan"
receipt,"the aiml store 1234 somewhere rod poway; california 92129 02/19/2022 12228 am varma aeucqqger garret ‘ 9838167361029301~290981 vortex optics precision 1 $161.02 matched rings ” ‘ subtotal $161.02 t = ca tax 7 . 7500 178, 097 $12.07 total $172 . 097 8411 visa charge $173 . 097 aid 49000804023081 visa credit au code 63081 some promotions may reduce the {refund value of items ae ye feedback! jake quick survey enter chance to win $250 store gift card . go myfakestore . con/win * 5 winners monthl * 3a og iicociiide idoi ates iiainio, ""gashiar john doe store 128 pos o03 transact ion2629 sunday, february 18, 2022 1228 am"
invoice,"anycompany manufacturing date aug 02, 2020 invoice #129299061 nc .; customer id 1333 523 loise well due date aug 17, 2020 mclaughlinton co 183037522 phone (858) 5550101 bill to arnav desai 1983 fernanda trace, east joettaside minnesota 10735 arnav.desaiexample.com description amount gifts & decor soaring american $36.57 moultrie a20 mini game camera $85.97 cuisinart gr4nr 5in1 griddler, silver, $124.56 total $247.10 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice _inquiryexample.com thank you for your business!!"
bank statement,"page 1of5 03/02/2022 1090001004290 gs) anycompany llc 999999999 16769 3 c001 11 . s 66002 akua mansa 382 phoebe divide, east elinor, ny 44983 your consolidated statement contact for 03/02/2022 example.com (258) lll0104 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany llc if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts _ ascount number balance (s) _ details on 007871723376 4,467.06 page 1 total checking money market savings accounts $4,467.06 savings _ 636 18,503.40 page 3 otal savings accounts $18,503.40 (total saving 2cooun seneca cette rn checking money market savings accounts checking 00787 1723376 account summary your previous balat deposits, credits +3,622.9) ‘ your balance 06/17/2020 = $4,467.06 average posted balance statement cycle $8,947.59 checks amount (s) date check #amount (8) date check #date 5/26 450.00 06/05 _ indicates skip sequential check numbers item total checks = page 1 1 0000667"
receipt,"the aiml store 1234 somewhere ro poway . california 92129 02/13/2022 1228 am spu ciplc ullal 98381 g2381028381~230981 q * wooden soup spoon, hainut, 1 148 reuzel grooming tonic 1188 1 $28.74 oz 2016 lenovo 156"" hd premium 1 $208.68 subtotal $300.22 t = ca tax 7 . 7500 266 . 797 $25,517 total $968 . 787 xad0t viga charge $906 . 797 » aid 00001426.40909; visa debit ” auth code some promotions may reduce the refund valle of texs {roe oioeidoiii sitio ai we feedback! jake quick survey enter chance to win $250 store gift card . go myfakestore . com/win * 5 winners monthl * orig iook doe ikaria ioi cashier john doe store 122 pos 008 transact ion2629 sunday, february 13, 2022 1228 am"
invoice,"anycompany manufacturing date apr 06, 2020 invoice #766359760 nc .;; customer id 9043 69938 richard via due date apr 21, 2020 lake unland wi 017141980 phone (858) 5550101 bill to lijuan 616 marquerite lakes, magdaville west virginia 587034152 lijuanexample.com description amount acer switch alpha 12 2in1, $1071.99 gamma ray 003 computer readers $28.78 dorman 41015 cup holder $29.03 total $1,129.80 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/18/2022 1228 am acer switch alpha 12 2in], 1 $1071.99 gamma ray 008 computer 1 $22.78 readers dorman 41015 cup ho tder 1 $29.08 » subtotal $1, 129.80 t = catax 7.7500 $84 . 735 1,214.55 total $1,214 . 585 1243) diner charee $1,214 . 595 aid 0000802131088 diner debit auth code 051069 some promotions may reduce the refund valle of {tems rpc cribciioooicioci ioc we feedback! take quick survey enter chance to win $250 store gift card . go wyfakestore . com/ #* 6 winners monthiy * 2orheedohr iioooh dccc iordooeoooce cashier john doe store 123 pos 003 transact ion 2620 sunday, february 13, 2022 1228 ah"
invoice,"anycompany hardware pate apr 14, 2020 is invoice #86894160k upplies customer id 422 918 auer coves due date apr 26, 2020 port jaunitashire 1a 77911 phone (858) 5550101 bill to lijuan 72381 ernser rue, west minhchester oklahoma 008380031 li juanexample.com description amount asus pb278q 27"" wqhd 2560x1440 $453.39 ford f150 2004 2005 2006 $179.56 dji phantom 3 standard quadcopter $540.94 crescent creative products 1200011 rendr $39.35 drone camera live video $161.11 total $1,374.35 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page tof5 03/02/2022 dc . 1090001004290 gs anycompany corp 999999999 16769 3 c001 11.s 66002 nikki wolf 4162 walsh tunnel, leschshire, wi 920087348 your consolidated statement contact 858) lll0101 for 03/02/2022 3 example.com a (ase) 5550104 “ do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . enrolled digital banking, lakes minute gel started today example.com/u example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany corp ifyou traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts accoun ’ kit account number balance (s $) _ details on “ 009678399675 7,374.13 page 4 total checking money market savings accounts “ $7,371.13 savings . _ _ 967! 996 7 11,671.67 page 3 total savings accounts $11,671.67 checking money market savings accounts = checking 009678399675 account summary your previous bala deposits, credits interest your balance 06/17/2020 average posted balance statement cycle $13,676.29 checks amount ($) date check #450.00 06/05 total checks page 1 1 0000667"
invoice,"anycompany manufacturing date jul 02, 2019 inc. suite 655 18335 hegmann port north hung tx 81286 phone (858) 5550101 bill to zhang wei 6006 gutkowski lights, hanahaven lowa 305916454 zhang.weiexample.com description apple watch band umtele rugged cocoon cpg4bk gridit organizer, invoice #295847190 customer id 5349 due date jul 17, 2019 amount $27.21 $25.19 other comments total payment due 30 days total $52.40 ifpaying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
